"pMLSNumber","pOfficeMLSCode","pMLSKey","pHeadline","pScrollingText","pScrollingTextFont","pScrollingTextWeigt","pScrollingTextColor","pScrollingTextSize","pRealtorDescription","pRealtorDescriptionDisplay","pOpenHouseMonth","pOpenHouseDay","pOpenHouseYear","pOpenHouseStart","pOpenHouseEnd","pOpenHouseRefreshments","pOpenHouseHeading","pOpenHouseAddress","pOpenHouseCity","pOpenHouseState","pOpenHousePostalCode","pOpenHouseComments","pOpenHousePhoneType","pOpenHousePhoneAreaCode","pOpenHousePhonePrefix","pOpenHousePhoneSuffix","pOpenHousePhoneExt","pOpenHouseMonth1","pOpenHouseDay1","pOpenHouseYear1","pOpenHouseStart1","pOpenHouseEnd1","pOpenHouseRefreshments1","pOpenHouseHeading1","pOpenHouseAddress1","pOpenHouseCity1","pOpenHouseState1","pOpenHousePostalCode1","pOpenHouseComments1","pOpenHousePhoneType1","pOpenHousePhoneAreaCode1","pOpenHousePhonePrefix1","pOpenHousePhoneSuffix1","pOpenHousePhoneExt1","pOpenHouseMonth2","pOpenHouseDay2","pOpenHouseYear2","pOpenHouseStart2","pOpenHouseEnd2","pOpenHouseRefreshments2","pOpenHouseHeading2","pOpenHouseAddress2","pOpenHouseCity2","pOpenHouseState2","pOpenHousePostalCode2","pOpenHouseComments2","pOpenHousePhoneType2","pOpenHousePhoneAreaCode2","pOpenHousePhonePrefix2","pOpenHousePhoneSuffix2","pOpenHousePhoneExt2","pOpenHouseMonth3","pOpenHouseDay3","pOpenHouseYear3","pOpenHouseStart3","pOpenHouseEnd3","pOpenHouseRefreshments3","pOpenHouseHeading3","pOpenHouseAddress3","pOpenHouseCity3","pOpenHouseState3","pOpenHousePostalCode3","pOpenHouseComments3","pOpenHousePhoneType3","pOpenHousePhoneAreaCode3","pOpenHousePhonePrefix3","pOpenHousePhoneSuffix3","pOpenHousePhoneExt3","pOpenHouseMonth4","pOpenHouseDay4","pOpenHouseYear4","pOpenHouseStart4","pOpenHouseEnd4","pOpenHouseRefreshments4","pOpenHouseHeading4","pOpenHouseAddress4","pOpenHouseCity4","pOpenHouseState4","pOpenHousePostalCode4","pOpenHouseComments4","pOpenHousePhoneType4","pOpenHousePhoneAreaCode4","pOpenHousePhonePrefix4","pOpenHousePhoneSuffix4","pOpenHousePhoneExt4","pVirtualTourURL"
"ML81676703","APR-07","CRIA",,,,,,,"New price for 1 Year lease is $ 7500.00 OR $ 8500.00 for a 6 months minimum lease","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81677191","APR-07","CRIA",,,,,,,"Exquisite contemporary home with ceiling canopies of glass. Panoramic views of San Francisco and East Bay. Approximately 2.5 forested acres offering privacy and serenity. Extensive 2 year remodel completed in 2013 and further enhanced by current owners-all under original eminent Architect's direction. Sought after Westridge area, close and convenient location, close to Stanford, Palo Alto and Highway 280. Highly regarded Portola Valley schools.","custom","02","11","2018","14:00","16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://protect-us.mimecast.com/s/O5zoBLSXQRW4He"
"ML81677201","APR-07","CRIA",,,,,,,"Oceanfront retreat with stunning views! With the ocean as your backyard the home is designed for indoor/outdoor living with almost every room opening out to the ocean views or gardens. Brazilian cherry hardwood, crown moldings and Douglas fir trim combine with fossilized limestone and granite finishes for chic designer style. Four bedrooms and three baths on two levels. Upper-level living room showcases whitewater views through French doors to a large deck. Dining room, fully open to the kitchen and living room banquette window seat flanked by built-in shelves. Gourmet kitchen with cherry perimeter cabinetry topped in fossilized limestone is completely customized to utilize every nook and cranny; center island with glazed cabinetry topped in granite. Main-level master suite boasts ocean views;an expansive walk-in closet with custom built-ins. Meticulously landscaped gardens, wraparound porch, upper and lower decks, pizza oven, fire pit and spa.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1846184"
"ML81677345","APR-07","CRIA",,,,,,,"Set on 7.6 acres, this unique estate property presents magnificent San Francisco Bay views and an eco-friendly design. Close-in country setting is the perfect escape from the fast pace of Silicon Valley, yet just minutes from Sand Hill Road venture capital centers, Stanford University, and tech centers. Custom-built in 2003 with every amenity - home theatre, wine cellar, executive office, library, sumptuous bathrooms, fabulous kitchen, and remote controlled screened walls on the loggia. Pool plus outdoor shower off the master. Lower level with ample room for a 4th bedroom. Septic system built to accommodate the 4th bedroom or pool house. Excellent Portola Valley schools.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1883814"
"ML81677629","APR-09","CRIA",,,,,,,"Authentic Log Cabin built with incredible materials and workmanship... just 3/10 mile from Carmel Valley Village...fabulous location overlooking Carmel River...no flood insurance required...mature trees and beautiful landscaping complete the level lot...spacious open floor plan features antique stove...indoor laundry...all bedrooms are upstairs and open to the front deck...perfect home for entertaining...new septic installed October 2015...","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81678102","APR-02","CRIA",,,,,,,"Impeccable quality, flawless construction, functional floor plan & comfortable living describe this beautiful estate in the highly sought after Platinum Rectangle. Custom home by renowned builder David Flick. Stunning Tuscan-style, resort-like property sits on flat 1.41ac, fully developed w/stunning Venetian glass-tile pool w/fountains & spa, vast lawn area & 266 sf, 1bd, 1ba guest unit/studio w/500 sf of covered patio, kitchen & stone fireplace. Walking paths & beautiful gardens create a peaceful environment. Privacy is substantial, augmented by security gates, video monitoring system, & many heritage mature trees. Main home - 7,885sf w/5bd & 4.5ba, Eagles Nest office, billiard room, home theater & 1200 bottle wine cellar. 741sf oversized 3-car garage w/space for a car lift. Crestron Home Automation system, multi-zoned energy efficient heat & a/c system, radiant heat & electrostatic air filters, Photo Voltaic solar panels for home & solar for pool, two 5.1 surround sound systems.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.19770GlenUnaDrive.com"
"ML81678568","APR-02","CRIA",,,,,,,"JUST REDUCED, BEST QUALITY and VALUE HANDS DOWN! This is a must see property. It's at the top of its class with the perfect combination of curb appeal, quality craftsmanship, and Panoramic Ocean views. The exterior details of this home are elegant yet contemporary; from its distinguished front porch and high rooflines, to its grand upper deck off the gorgeous great room. The interior quality is featured by a 1.35+ million dollar recent expansion and renovation. And the ocean views are so magnificent, that they must been seen to be fully appreciated.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81679036","APR-09","CRIA",,,,,,,"Want a place that is quiet but close to the center of town and beach? And ocean views with only the sounds of nature and the ocean? This amazing house might sound small but feels spacious due to the all windows on each of the 3 floors! The living room has high ceilings with big picturesque windows, a cozy fireplace and a surround sound system that echoes throughout every room. The kitchen is small and functional; totally remodeled with granite and high end appliances. Updated bathroom is large with an enormous tub for 2; the bedroom has magnificent moon views that add to the ambiance. Lush gardens and trees compliment 2 outdoor patios for different times of the day and expand the functionality of this adorable home. A carport and additional on-site parking for more cars is an added bonus on this street to street lot. Situated in a neighborhood of much higher priced homes, expansion possibilities make this great for the future and perfect for now. This is a true gem.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81680020","APR-02","CRIA",,,,,,,"Great Price for an Incredible Property! Beautiful mountain vistas are enjoyed throughout this spacious & well-appointed 4 bedroom, 3 full/2 half bath estate located in picturesque Saratoga! Privately situated on a 1.6 acre parcel, the exceptional craftsmanship of this custom estate is equipped for grand-scale entertaining or quiet enjoyment. Handsome walnut entry door opens to spacious foyer overlooking the living & dining rooms w/ a wall of windows to showcase the Saratoga foothills. Resort-style living, the thoughtful interior & exterior are well-designed w/ spacious living areas & separate guest quarters. Private office w/ built-in cabinetry is just off the family room. Downstairs, a bonus room, wine room, exercise room & game room are enjoyed, providing easy access to the pool & spa deck. Custom designed cabinetry, Saltillo tile & dark hardwood floors offer comfortable elegance. Conveniently located to both charming downtown Saratoga & Los Gatos, this is the perfect location!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1870496"
"ML81680106","APR-03","CRIA",,,,,,,"Price Reduced!! Wonderful opportunity to own a gorgeous home located just steps away from shopping and dining on Lincoln Avenue. A classic exterior, with Tudor-style half-timbering and elegant brick detail, introduces the home. The interior is a delightful surprise. Soaring ceilings and hardwood floors complement many interesting details such as hand thrown iron balusters on the staircase and stunning light fixtures that complement the balusters. Perfect for either entertaining or comfortable relaxation, there is a formal living and dining room, and a private outdoor patio. A cook's kitchen with casual dining area and adjacent family room is a wonderful gathering place for family and friends. The private space consists of 5 spacious bedrooms and 3 full baths, plus a space for a reading room or home office . One bedroom and bath is on the first level which is wonderful for a guest room, au pair or space away from other areas of the house. This is a wonderful place to call home!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81680787","APR-05","CRIA",,,,,,,"This stunning manor home presents the grandeur reminiscent of a European villa. The open concept floor plan is lavishly appointed in marbles and fine hardwood with three spacious levels connected by a spiral staircase. Luxurious amenities are found at every turn sumptuous all-marble bathrooms with heated flooring, a recreation room with full bar, wine cellar, theater, spa, and much more. The home is equally well suited as an estate for grand entertaining, a home for multi-generational living, or as a family residence with its close proximity to excellent private schools and Stanford University. Vast terraces, plus a pool and spa, invite outdoor living amid the privacy afforded by almost one acre. Close to Sand Hill Road venture capital centers and Silicon Valley tech centers, this home is also convenient to two airports for domestic and international travel.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,"https://vimeo.com/129635779"
"ML81680956","APR-01","CRIA",,,,,,,"Inspired by romantic Mediterranean villas, this luxurious estate offers a perfect blend of Old World charm and modern convenience, highlighted by rich architectural details of soaring tray ceilings, decorative ironwork, arched entryways and French doors opening out to the verandas, capturing picturesque views of the lush verdant grounds.The spacious accommodations include a rejuvenating master suite, featuring a warm gas fireplace and a sumptuous designer marble bathroom with a newly remodeled walk-in wardrobe, private vanity area, and a master retreat. There are four ample en-suites, all with their own private, remodeled bath. Nestled on nearly an acre of professionally designed landscaped grounds, the peacefulness unfolds as soon as you pull into the gates. Rounding out the appeal of this home is its secluded gated setting with the convenient access to all the fine amenities downtown Los Gatos and Saratoga have to offer, plus top coveted Saratoga schools.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1745751"
"ML81681069","APR-09","CRIA",,,,,,,"Enjoy amazing front line unobstructed ocean views from this sought after Skyline Forest 48-unit PUD (Planned unit development) in Skyline Crest. Striking and spacious this five bedroom, 3 bath 2729 SF residence is the largest floor plan in the development. Features include a recently remodeled kitchen; a fireplace, wet bar, and balcony off the large living room; double pane windows throughout; patio off a downstairs bedroom,and 2-car garage. The large family room/5th bedroom with built-in bookcases is a great place for the family to gather. There are striking ocean, Bay, and Del Monte Forest views from most every room. Laundry is on lower level in hallway. Fabulous location with easy access to Highway One and all that the Monterey Peninsula has to offer. Welcome home and enjoy the Sunset!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1839711"
"ML81682124","APR-02","CRIA",,,,,,,"Plans approved, and ready to build dramatic estate! All permits are paid in full, issued and on hand. City lights views, Award Winning Los Gatos Schools, Permits for 4,000+, 4 bedrooms, 4 full baths +2 half baths home, gourmet kitchen , large family room and media room. The potential for 5th bedroom or in-law unit. Stunning Contemporary Architecture. Approximately .85 acres with proximity to Downtown Los Gatos. Peacefulness and privacy of a country setting with amenities of restaurants and shops in LG. Purchase land only with permits for $1,399,000 or, seller will build house per plans for $4,000,000 (price includes land). Your dream house awaits!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.overlookrd.com"
"ML81682167","APR-05","CRIA",,,,,,,"Substantial price reduction great value!This spectacular Portola Valley, 4 bedroom 2.5 bath plus guest house with one bedroom and one bath home is refined country living at its best. Contemporary style and traditional charm are combined for the ultimate in California living. Beautiful professional landscape compliments. Terraced backyard carefully maintains natural landscape presenting pool, guest house and auxiliary building as well as horse property. Moments to shopping, dining, trails and great schools.","custom","02","03","2018","14:00","16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1882403"
"ML81682328","APR-09","CRIA",,,,,,,"If you are looking for charm, a large flat lot with a view, single level with 3 bedrooms, 3 bathrooms and a 2 car garage go no further. This utterly charming home is really special. Totally private at the crest of the San Pedro loop, Casa Mia was home to the seller for many years. He truly loved everything about it and it shows. There is such a feeling of happiness when you enter the gates. Surrounded by a high hedge and dotted with beautiful trees, the yard is lovely with several different outdoor patios for different uses including a brick fireplace on the patio off the living and dining room. There are ocean views from the living room and master bedroom as well as the patios. The living room has hardwood floors that have been refinished and there are the same under the carpet in the master that may need some refinishing. Kitchen and bath are original but in great condition. This is a real treasure that any family will love for years to come.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81682519","APR-05","CRIA",,,,,,,"20 acres a very rare opportunity midway between San Francisco and Silicon Valley and right on the edge of Atherton. This vast stretch of land offers amazing possibilities. A gated discrete entrance leads to the knoll-top setting where rolling meadows and vast expanses of usable land overlook the western hills and reach out to the San Francisco Bay and East Bay hills. The location is premier just 2 miles to Sand Hill Road venture capital centers, 4 miles to Stanford University, 8 to 10 miles to tech giants Facebook and Oracle, and 12 to 17 miles to Google and the new Apple Park. Excellent Las Lomitas public schools and close to numerous acclaimed private schools.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81683201","APR-05","CRIA",,,,,,,"This special home is an enclave offering privacy and a little magic in sought-after West Menlo. MP school district. Has been remodeled with charm & character. Flexible floorplan with 3/3 plus separate FR & large DR. Office & exercise space plus laundry nook. Basement off 2-car garage. World class garden with 2 gazebos, arbors and roses/flowers galore. Close to Stanford, shopping and both freeways. This home is full of whimsy and creative touches. Truly a place you and your family can be happy for years to come.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.beyondvtmarketing.com/client/tour/downloads/893933/31ebbed1b1a26dc77fc1726691bd7a3d"
"ML81683300","APR-09","CRIA",,,,,,,"Turnkey 3 bedroom, 2 bathroom, ranch house on a spacious 1 acre lot. Centrally located near Carmel Valley Ranch, Mid-Valley shopping center and other amenities. Just minutes from Carmel and the Ocean, yet far enough removed to have space, privacy, and your own little slice of the valley. The lot is flat, with easy options to expand footprint of the home. Features low-maintenance front and back yards. Convenient parking with access to the back yard. Possible horse property, but currently unimproved. Woodland and Hillside views. Access to River with 600ft of river frontage property. Home features new roof, master with en-suite bathroom, and 2 additional rooms with a centrally located bathroom. Living room for entertaining and kitchen with seating area and attached family room/den. Huge paved patio with gas hookups for BBQ and optional heaters. Come live near Carmel Valley Ranch with the best of both worlds close to clubhouse and amenities, yet no HOA & CCRs, or dues!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81683338","APR-01","CRIA",,,,,,,"Located in the prestigious Montalvo area, this classic single level custom built residence will appeal to you with its neutral fa&#231;ade, majestic columns, bay windows, European flair and an exquisite, thoughtful interior featuring a light and bright open floor plan completed with meticulous attention to detail. Masterfully renovated by renowned builder, Mehus Construction, the main home features four large bedrooms and four full baths plus a powder room; also, a separate guest house with two large bedrooms and a full bath, you will appreciate the details of their creative design. Delight in glorious afternoon sunsets enjoyed from the expansive back patio and pool area. A rare and unique opportunity not to be missed!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1888853"
"ML81683647","APR-01","CRIA",,,,,,,"World-Class beach front estate. Unsurpassed Pacific ocean views and sunsets. White sand and surf just out your back door. Location is amazing! No-Budget renovation completed in 2015. Soaring ceilings. Imported Molaro Italian windows and doors. Reclaimed antique hickory and oak beams. Distressed European oaks floors. Exceptional kitchen with distressed Alder cabinets, leathered Seagrass Fossil Limestone counter tops, coffee bar and much more... Kitchen opens to large dramatic great-room with Francois & Co. fireplace and imported Molaro Italian bi-fold doors that open to a spectacular ocean front patio. The master suite is a true sanctuary featuring an ocean-facing lanai, Francois & Co. fireplace, coffee bar & frig... Exceptional spa-inspired master bath with too many amenities too list. The craftsmanship, materials and designs will exceed expectations. The ultimate in luxurious beach front living!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1849817"
"ML81683959","APR-02","CRIA",,,,,,,"PRIMO OCEAN FRONT LOCATION! SPELLBINDING OCEAN & MONTEREY BAY VIEWS & STAIRS TO SURF! CENTRAL TO DINING, SHOPPING, CAPITOLA & SANTA CRUZ. REMODELED HOME W/OPEN FLOOR PLAN W/GREAT ROOM, HUGE MAIN MASTER BEDROOM, GRANITE KITCHEN, LARGE PICTURE WINDOWS, WOOD BURNING FIREPLACE, PRIVATE OFFICE, VAULTED CEILINGS, TWO CAR GARAGE & ENCLOSED FRONT YARD! LARGE DECKS FOR ENTERTAINING; A TRUE RETREAT.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.3034PleasurePoint.com"
"ML81683999","APR-09","CRIA",,,,,,,"One of Pacific Groves finest! The Daffodil embodies Victorian elegance at its best. Built in 1989, this 3 story home features 3 bedrooms, 2.5 baths, updated gourmet kitchen with new stainless steel appliances, granite counter-tops. Large master suite, updated bath. Fireplace in living room, wood burning stove in family room. Large 2 car garage. Located in the Pacific Grove Retreat Area, less than 1 block to Lover's Point, the ocean and bike/walking trail.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/1893807"
"ML81684352","APR-06","CRIA",,,,,,,"Spacious, light-filled Westborough neighborhood Condo with view- Two bedrooms one Bath. Separate attached garage and storage. In-unit washer dryer next to kitchen. New paint, new carpet - New kitchen and bathroom flooring. Huge common area back yard with a children's playground. Great value for this tough rental market. No Pets. This convenient location provides close proximity to Westborough Square Shopping Mall, Serramonte a short trip north, easy access to HWY 280 to San Francisco International (SFO), San Francisco and the greater Peninsula. In addition, this condo is located in the SSF Unified School District which includes Monte Verde Elementary, Rollingwood Elementary and close proximity to Skyline College just up the hill.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81684427","APR-02","CRIA",,,,,,,"Gated entrance to custom built estate with sweeping valley and mountain views from nearly every room. Living, Dining, & Family room with floor to ceiling windows to enjoy expansive open views. Custom kitchen with 6 burner Viking gas range, double oven, Center Island with sink & microwave. Extensive built in cabinetry in Office, entertaining Bar, Library and wine Closet. Two master suites, 2 additional bedrooms with en-suite bathrooms. Wrap around two level Vermont Slate deck with Hot-Tub to enjoy the stars at night. Pull through 3 car garage. Raised Vegetable garden. Award winning schools; Loma, CTE, Los Gatos High School. 17 Minutes to Los Gatos, 5 min to gourmet quality Summit Store. Surrounded by fine Wineries just minutes away. This estate is a Santa Cruz Mountain gem.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://tours.beyondvtmarketing.com/859344?a=1"
"ML81684457","APR-05","CRIA",,,,,,,"Welcome to this Exquisite brand-new gated home in the heart of Central Menlo Park. This thoughtfully-designed floor plan with two levels featuring entertainment galleries, spacious living and much, much more will delight. The main level is welcoming and immediately comfortable featuring twelve foot ceilings, and an abundance of glass with flowing natural light throughout. The kitchen is all about comfort and space outfitted with quality appliances and inviting black granite counters for sophisticated family interaction. All cabinetry is constructed of architectural-grade veneer all book matched for superior appearance. Solid wood drawer fronts, dovetail joinery and fully extended drawers only seen in the finest homes. The builder's keen eye for detail does not go unnoticed, for every aspect of this home has been artfully selected. See much more on virtual tour...you will be impressed.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://415olive.com"
"ML81684489","APR-06","CRIA",,,,,,,"Enjoy the Peace and Quiet of this lovely condominium home perfectly located in The Gardens complex of San Mateo. A 2-bedroom, 1-bath upper unit of 918 square feet, this home has been prepared for new tenants with Laminate Flooring in Living Area, freshly Painted and Cleaned, Crown Molding added in Living Area, Professional Carpet Cleaning and Home Cleaning! Ready to Move-In! The Complex has Gated Entry, with Swimming Pools, Excercise Facility, Club Room, Underground Parking, Additional Storage Area and Coin-op Laundry Facilities. Situated at Alameda and 20th Avenue, you enjoy Easy Access to Hwy. 92, and from there to Hwy 280, 101 and El Camino Real. If you commute to work, this is a home you want to see!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81684645","APR-09","CRIA",,,,,,,"Nestled among the trees in Upper Pebble Beach, here is a single level home with great potential! The living room with large picture window, hardwood floors and a gas fireplace is conveniently adjacent to the dining area and kitchen. Two of the bedrooms have a bathroom en suite. You will be able to enjoy outdoor living in a fenced backyard that has an in-ground pool. Or the water credits from the pool may possibly be available for a remodel. Check with MPWMD for details. All that the Monterey Peninsula has to offer is within easy access for your enjoyment.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81684649","APR-05","CRIA",,,,,,,"This home is unique and a must see. The beauty and design and the quality of this contemporary home is amazing. Enjoy panoramic views of the redwoods and Silicon Valley. The open floor plan, soaring ceilings & beautiful finishes make this special home the perfect getaway and the ideal place to entertain friends and family. Large workshop above garage. Don't miss the view from the meadow. Total of 8 acres includes two adjacent parcel on Medway. Cross Street is Old La Honda Road.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/1891965"
"ML81684751","APR-01","CRIA",,,,,,,"Halfway to Heaven! Staggering 180 View Oakland to Pacheco. Mostly level nearly 2 tree-studded acres with sturdy older homes. 2 active rentals. Main home was rented during 2017. Muscular main home features large glassed in decks on 2 sides. Gorgeous fireplace in paneled central living room. Deck off kitchen with view of koi pond. Deck above home with amazing view, storage, seating, etc. Exterior buildings, Large garage with separate workshop. Basement with bathroom accessed from exterior. Workshop and storage rooms, etc. partitioned in basement. A short walk to El Sereno Open Space and the Overlook Trail. Please drive via Overlook Road only. Open Sunday January 21 from 1-4:30. Disclosures on line.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81684913","APR-10","CRIA",,,,,,,"Come see this immaculate end unit with greenbelt view from living room and balcony. Prime, quiet Inner Circle location. Large living area. Breakfast bar and dining area. Glass-top range, microwave oven, disposal, dishwasher. Lots of closet space. Neutral carpets in excellent condition. Assigned parking + ample street parking for guests. Easy access to El Camino, Cal Train and shopping areas of San Mateo and Belmont. No pets, please.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81685157","APR-02","CRIA",,,,,,,"Discover executive living that conveys a sense of peace and serenity, with a dash of whimsy for good measure. You will get a feeling of being away from the hustle bustle of today's busy world, yet so close to wonderful restaurants, shopping, schools, with convenient access to major commute routes.This single story home has been creatively updated, and features designer touches that you will enjoy! Entertain in the formal yet warm feel of the living room with large windows to your secluded front yard, gas-burning fireplace, & tall ceilings.The dining room is generously sized to entertain large parties.The kitchen is the heart of the home, and this kitchen is no exception.Remodeled w/cherry cabinets, granite slab counters,designer tile backsplash, 6 burner DCS gas cooktop, dbl oven, & SubZero refrigerator. Family room continues entertaining feel, w/ a gas burning fireplace, custom, built-in cabinets, including a wet bar & wine refrigerator. Lg master retreat.Spacious front & back yards!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://tours.beyondvtmarketing.com/908176?a=1"
"ML81685291","APR-07","CRIA",,,,,,,"Country living near Highway 280, Sand Hill Rd, Stanford and walking distance to Village Pub, Woodside Bakery, Bucks, Roberts Market, acclaimed Woodside School (pre-K to 8th). California Farmhouse 2-story 5 BR/5BA home on landscaped, flat acre w/sweeping views of Western Hills. Recent construction. Top brand appliances. High ceilings, classic moldings, and walnut floors throughout. Wonderful, flexible floor plan. One of the bedroom/baths with its own full kitchen can be accessed by an outside staircase and can be closed to the rest of the house. At 500 square feet it is perfect for an au pair, guest suite or use as an office. Two car garage, currently used as a generously sized and well-appointed family room, can be converted back to a garage. On the property there is a riding ring and two-horse stable which may be leased for an additional $500/month. Tenant responsible for all utilities. Minimum of 12 month lease. Willing to consider long term lease or rent with option to buy","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.116romero.com"
